GT,Model_1_0,Model_2_1
0,0.9996331645007668,0.0008582343642299
0,0.9997187383164224,0.0008582343642299
0,0.999943894660324,0.1254494950504222
0,0.999795836319554,0.0540259069414457
0,0.9999370988716236,0.1254494950504222
0,0.9997309222566848,0.0008582343642299
0,0.9998207128433148,0.1254494950504222
0,0.9996850407102268,0.0008582343642299
0,0.9992704570133296,0.0032894736842105
0,0.9997439444873248,0.1259986438697523
1,0.0126712840890629,0.9902924508801724
0,0.9999445192851304,0.1254494950504222
0,0.9997216322987912,0.0008582343642299
0,0.9997309851177104,0.1259986438697523
0,0.9998902680281022,0.0008582343642299
0,0.9989844878513624,0.150224269825197
0,0.9971905715420422,0.0038386225035405
0,0.9997701670667694,0.1254494950504222
0,0.999914836733215,0.0008582343642299
0,0.9995404576396304,0.0038386225035405
0,0.999901776501138,0.0008582343642299
0,0.9997324677271708,0.1259986438697523
0,0.9062289102651148,0.1837823156745703
0,0.9997819581160656,0.1254494950504222
0,0.999947061881866,0.0008582343642299
0,0.9999379842691012,0.1254494950504222
1,0.0026968867701779,0.9984211169946936
0,0.9999401967221492,0.1254494950504222
0,0.9997858196544472,0.1254494950504222
0,0.9998984065235936,0.0008582343642299
1,6.106226635438361e-14,0.9804592280887126
0,0.9998955837082764,0.0008582343642299
0,0.9999371138505504,0.0008582343642299
0,0.9997438683007503,0.0008582343642299
0,0.0008945669028679,0.9902924508801724
1,0.0005798981997384,0.9804592280887126
0,0.9995696721346468,0.0032894736842105
1,0.0023682799407069,0.9984211169946936
0,0.9999714326330011,0.0239032973989742
0,0.9995608645516424,0.0008582343642299
0,0.9995561680632624,0.0008582343642299
0,0.9998302294901672,0.0
1,0.0086948814085398,0.9965261008870566
0,0.9998971143341008,0.1254494950504222
0,0.9999255365782732,0.1254494950504222
0,0.9999623464149684,0.0239032973989742
0,0.9999607877970956,0.0239032973989742
0,0.999940818024166,0.0540259069414457
1,0.071281051852402,0.7866059162098922
0,0.99726298527642,0.0038386225035405
0,0.9999608305610972,0.0239032973989742
0,0.99910239347594,0.0
0,0.99988060393841,0.1259986438697523
0,0.9999015109548728,0.0008582343642299
0,0.9997121087590114,0.0008582343642299
0,0.9997928513319796,0.0540259069414457
1,0.0024086105622667,0.9984211169946936
0,0.9999716936007008,0.0239032973989742
0,0.9995359429569316,0.0008582343642299
1,0.0049612686843723,0.7541492846116097
0,0.9995875921764672,0.1259986438697523
0,0.9998578661206008,0.0008582343642299
1,0.0135401256298384,0.9965261008870566
0,0.9997797923894676,0.1254494950504222
1,0.0014589498622503,0.9984211169946936
0,0.9999384078650502,0.0540259069414457
0,0.9999490424331982,0.0540259069414457
1,0.0080247916761927,0.9984211169946936
0,0.9992406288868656,0.0032894736842105
0,0.8655154291849123,0.1595566897191255
0,0.9997048930019304,0.0540259069414457
1,0.0219081499227287,0.9965261008870566
0,0.9996707493368836,0.1259986438697523
0,0.9998840939491396,0.1259986438697523
0,0.9999728155814984,0.0239032973989742
0,0.999775763907114,0.1254494950504222
0,0.999408829312472,0.0008582343642299
0,0.9994654263143444,0.0
0,0.9997741785762312,0.0540259069414457
1,0.0194323727045716,0.9965261008870566
0,0.9992497646915788,0.0038386225035405
0,0.9999466163086664,0.1254494950504222
0,0.9999399662917342,0.1254494950504222
0,0.9593673622620776,0.1837823156745703
0,0.9999599683694352,0.0008582343642299
1,0.0015023130911561,0.9984211169946936
0,0.9998890472747471,0.1254494950504222
1,0.2053339167842849,0.6136956927708259
0,0.9998939057595412,0.0008582343642299
0,0.9997464517940848,0.0008582343642299
0,0.9997205570882453,0.0008582343642299
1,0.0126590140979865,0.9965261008870566
0,0.9999321996634996,0.1254494950504222
1,6.230768545556487e-06,0.9804592280887126
0,0.0758388167662371,0.7866059162098922
1,0.0545893822192035,0.7541492846116097
0,0.9992403702046356,0.0
0,0.9998059024223008,0.1259986438697523
0,0.9995104408948584,0.0008582343642299
0,0.9998200336765392,0.1254494950504222
0,0.999596661677678,0.1254494950504222
0,0.9997304264514472,0.1254494950504222
0,0.9999726649229458,0.0239032973989742
1,0.0184520931099329,0.9965261008870566
1,0.0008859674122138,0.9902924508801724
0,0.9997628487770548,0.1254494950504222
0,0.9999447463877816,0.1254494950504222
0,0.9996901309366842,0.0008582343642299
0,0.0154919871401654,0.9902924508801724
0,0.9997719964737836,0.1254494950504222
0,0.9989124256202871,0.0008582343642299
0,0.9996119558279516,0.1259986438697523
0,0.998365646776489,0.1259986438697523
0,0.9999417022141872,0.0540259069414457
0,0.999896798583649,0.1254494950504222
0,0.9999395500298184,0.1254494950504222
0,0.9999594729943412,0.0239032973989742
1,0.000319740092853,0.7151823281009156
0,0.9998912872639376,0.1254494950504222
0,0.9999283914855424,0.1254494950504222
0,0.9999402210355138,0.1254494950504222
0,0.9997745132980136,0.1254494950504222
0,0.9998064659881468,0.0
0,0.9997873035167804,0.1254494950504222
0,0.9999336675417754,0.1254494950504222
0,0.9998143799296066,0.0540259069414457
0,0.9999405485970704,0.0540259069414457
0,0.999960356198562,0.0008582343642299
0,0.999298481678276,0.0
0,0.999957781022192,0.0008582343642299
0,0.9997999666222588,0.0
0,0.7916585992092362,0.1837823156745703
0,0.7900294324470634,0.1837823156745703
0,0.9999573099056236,0.0008582343642299
1,0.0406222999232482,0.9804592280887126
0,0.9995821915939324,0.0008582343642299
1,0.0038156553085572,0.9965261008870566
0,0.9994531356129456,0.1259986438697523
0,0.9990103203644304,0.0
0,0.9999451572201764,0.0540259069414457
0,0.9999707354880336,0.0239032973989742
0,0.9999443831151216,0.1254494950504222
0,0.999971524904496,0.0239032973989742
0,0.9992498118770798,0.0
0,0.9997845933668356,0.1254494950504222
0,0.9999420293458468,0.0540259069414457
0,0.9999355438334,0.0540259069414457
0,0.999546659760758,0.1254494950504222
0,0.9986482249619304,0.1259986438697523
1,0.0563193753531322,0.7866059162098922
0,0.9999603230849315,0.0008582343642299
0,0.999630247292002,0.0008582343642299
0,0.9772695089339196,0.0570497557053621
0,0.9997524616346568,0.0008582343642299
0,0.9999480664173466,0.0540259069414457
0,0.9999442307270854,0.1254494950504222
0,0.9995811278984384,0.0008582343642299
0,0.9986399567083316,0.0032894736842105
0,0.999685850648587,0.0008582343642299
1,0.0052794574474778,0.93971833118534
0,0.999762266792515,0.1254494950504222
0,0.9997190192763512,0.0008582343642299
0,0.9998838595920434,0.1254494950504222
1,2.2940718565900298e-06,0.9984211169946936
0,0.99997241728122,0.0239032973989742
0,0.9997187380859048,0.0008582343642299
0,0.998513861417096,0.0008582343642299
0,0.9997850519384128,0.0008582343642299
1,0.0050761259812841,0.9984211169946936
0,0.9999120604144144,0.0540259069414457
1,0.0035643659250508,0.9984211169946936
0,0.9998987302054674,0.1254494950504222
0,0.9999380779252294,0.1254494950504222
0,0.9997664958836344,0.1254494950504222
0,0.9989970155023712,0.0
1,0.0017317108380663,0.9984211169946936
0,0.999957545515484,0.0008582343642299
0,0.9999594098329724,0.0008582343642299
1,0.0142781477069063,0.9902924508801724
0,0.9995315672710532,0.0008582343642299
0,0.9991720960698384,0.1259986438697523
0,0.9995096533622972,0.0008582343642299
0,0.9998638835703286,0.1251533742331288
0,0.999971210363525,0.0239032973989742
0,0.9988931165300892,0.0
0,0.999890407862476,0.1254494950504222
0,0.99994273349308,0.1254494950504222
0,0.9999248642875392,0.1254494950504222
0,0.9999278112084368,0.1254494950504222
0,0.9989653052982532,0.0008582343642299
0,0.8600817430118923,0.1595566897191255
0,0.9968188098472728,0.0038386225035405
0,0.9997749144321872,0.1254494950504222
0,0.9996728966733978,0.0008582343642299
1,0.0010754103909129,0.9786257253746758
0,0.997880315249178,0.0038386225035405
1,0.0408567812362811,0.7866059162098922
0,0.9997441920872566,0.1259986438697523
0,0.9999349307229018,0.0540259069414457
1,0.0312693516597212,0.7866059162098922
0,0.9997363571419164,0.1254494950504222
0,0.9999110021771854,0.1254494950504222
0,0.9992967928146947,0.0
